approveDate,articleID,articleWordCount,commentBody,commentID,commentSequence,commentTitle,commentType,createDate,depth,editorsSelection,inReplyTo,newDesk,parentID,parentUserDisplayName,permID,picURL,printPage,recommendations,recommendedFlag,replyCount,reportAbuseFlag,sectionName,sharing,status,timespeople,trusted,updateDate,userDisplayName,userID,userLocation,userTitle,userURL,typeOfMaterial
1520029428,5a974697410cf7000162e8a4,1207,"I liked the wider take on us not doing real things, Bitcoin being one of them",26188861,26188861,<br/>,comment,1520029090,1,0,0,Business,0,,26188861,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,6,,0,,Economy,0,approved,1,0,1520029428,San,66907924,New York,,,News
1520027240,5a974697410cf7000162e8a4,1207,"Perhaps if we actually had laissez-faire capitalism in this country - and the government wasn't in charge of free enterprise-y things like power generation and money - BitCoin would be simply yet another form of currency that people would freely exchange for goods and services.<br/><br/>Since we don't have capitalism in this country - we have a ""mixed"" economy, with some dwindling capitalist freedoms and increasing socialist controls - then the shrill cheerleaders of statism (also known as fascists) will always complain about anything that isn't run by the government. Like BitCoin.",26188466,26188466,<br/>,comment,1520027132,1,0,0,Business,0,,26188466,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5830/1642/cropped-58301642.jpg?0.8750404180027544,1,2,,0,,Economy,0,approved,1,0,1520027240,KarlosTJ,58301642,Bostonia,,,News
1520027209,5a974697410cf7000162e8a4,1207,The mere existence of a currency that is created without an increase in productivity causes inflation; wasting resources is just one manifestation of that.,26188227,26188227,<br/>,comment,1520025987,1,0,0,Business,0,,26188227,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,12,,0,,Economy,0,approved,1,0,1520027209,Brice C. Showell,34185878,Philadelphia,,,News
1520027170,5a974697410cf7000162e8a4,1207,This article follows the same path as promoted by Noam Chomsky that the US is more concerned with virtual production than real.,26187367,26187367,<br/>,comment,1520022509,1,0,0,Business,0,,26187367,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,8,,0,,Economy,0,approved,1,0,1520027170,MB,53588774,MD,,,News
1520027169,5a974697410cf7000162e8a4,1207,Exorbitant bureaucracy is the biggest killer of productivity.,26187719,26187719,<br/>,comment,1520023836,1,0,0,Business,0,,26187719,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/884/629/cropped-884629.jpg,1,7,,0,,Economy,0,approved,1,0,1520027169,Kara Ben Nemsi,884629,On the Orient Express,,,News
1520027167,5a974697410cf7000162e8a4,1207,"Hmmm . . .<br/><br/>Cryptocurrency i.e. Bitcoins<br/><br/>Social Media  i.e. Facebook<br/><br/>The Winklevoss brothers<br/><br/>Mark Zuckerberg<br/><br/>Harvard's ""Best &amp; Brightest"" ?  <br/><br/>I urge Harvard University's incoming president to consider a heightened standard for undergraduate applicants :  the betterment of the planet and mankind.",26188029,26188029,<br/>,comment,1520025046,1,0,0,Business,0,,26188029,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,37,,0,,Economy,0,approved,1,0,1520027167,Hannacroix,66948883,"Cambridge, MA",,,News
1520027133,5a974697410cf7000162e8a4,1207,"Producing one bitcoin depends on the region and price or electricity. It is in the range of $4k to $7k. Compare that to your annual electricity bill.<br/><br/><a href=""https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs-to-mine-bitcoin-in-your-state-2017-12-15"" title=""https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs-to-mine-bitcoin-in-your-state-2017-12-15"" target=""_blank"">https://www.marketwatch.com/story/in-one-chart-heres-how-much-it-costs-t...</a>",26188008,26188008,<br/>,comment,1520024971,1,0,0,Business,0,,26188008,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,3,,0,,Economy,0,approved,1,0,1520027133,Joe Rockbottom,69502750,califonria,,,News
1520027116,5a974697410cf7000162e8a4,1207,"I wonder how much electricity is consumed by algorithm-driven stocks or forex trading, both of which are zero sum activities.<br/><br/>The economic crux of the matter was summed up by the famous economist, J.M.Keynes, who coined the term 'animal spirits' to describe the nature of our entrepreneurial activities.<br/><br/>Ultimately, the market will decide the economic utility of cryptocurrencies.",26188461,26188461,<br/>,comment,1520027113,1,0,0,Business,0,,26188461,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,16,,0,,Economy,0,approved,1,0,1520027116,Luc Hansen,45940582,New Zealand,,,News
1520025422,5a974697410cf7000162e8a4,1207,"The concern is the cost to produce, how many employed, etc. Making a movie employs hundreds of people (at least those made by the major companies). A similar amount spent on producing bitcoin employs almost no one but may use similar or more energy. And what is the bitcoin used for? Does it then just sit in the hopes that speculation drives up price - paper profits? A movie that employs hundreds then allows those hundreds to spend their money, thereby supporting even more industries. A key indicator for how effective a business is at stoking the economy is the multiplier of that business - that is how many times will a dollar spent on a given business be multiplied through the economy by its employees, its products leading to using other products or other labor etc. Bitcoin does none of that unless it is spent on something. And it appears most of the users are purely speculative hoarders. No one knows what the multiplier is, or if it is actually a divisor or a subtractor to the economy. ",26188103,26188103,<br/>,comment,1520025417,1,0,0,Business,0,,26188103,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,16,,0,,Economy,0,approved,1,0,1520025422,Joe Rockbottom,69502750,califonria,,,News
1520025237,5a974697410cf7000162e8a4,1207,When bitcoin is finally confined to the dustbin of history it shall be recorded that the only ones to make money out of it were the power companies.,26188066,26188066,<br/>,comment,1520025231,1,0,0,Business,0,,26188066,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,33,,0,,Economy,1,approved,1,0,1520025237,El Verdugo,46781355,Great Leaderstan,,,News
1520024344,5a974697410cf7000162e8a4,1207,"This article seems to fundamentally confuse economic activities that produce only virtual outputs with economic activities that don't generate much employment.  Those are perhaps correlated, perhaps because virtual outputs can frequently be copied with no additional labor involved, but they are not the same thing.  I'd argue the first is completely irrelevant from an economic standpoint except in how it correlates the latter; a video game is not intrinsically less valuable than a physical toy.",26187852,26187852,<br/>,comment,1520024334,1,0,0,Business,0,,26187852,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,4,,1,,Economy,0,approved,1,0,1520024344,Jim,57390837,Princeton,,,News
1520023286,5a974697410cf7000162e8a4,1207,I'd like to know the cost (in mega watts and dollars) of producing 1 Bitcoin.,26187559,26187559,<br/>,comment,1520023278,1,0,0,Business,0,,26187559,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,2,,2,,Economy,0,approved,1,0,1520023286,ThirdThots,65370797,Here,,,News
1520022962,5a974697410cf7000162e8a4,1207,"In a time of climate crisis, I don't understand why a ""business"" that makes absolutely nothing useful but that will eventually have the carbon footprint of an Italy or a Germany or, eventually, the United States, is not outlawed.",26187475,26187475,<br/>,comment,1520022958,1,0,0,Business,0,,26187475,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,55,,0,,Economy,0,approved,1,0,1520022962,John,10758826,Connecticut,,,News
1520022616,5a974697410cf7000162e8a4,1207,"sounds like a lot of carping to me, and a very strange approach to economics to say the least.  What do you get from a movie?  Entertainment and distraction, but when you walk out do you have anything physical?  No, and yet there is a lot of money invested in creating film companies, movie theater, etc.  And so on with so many things produced by the economy.<br/><br/>How is spending real resources to produce a bitcoin any different?",26187392,26187392,<br/>,comment,1520022606,1,0,0,Business,0,,26187392,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,22,,1,,Economy,1,approved,1,0,1520022616,Mike T.,473023,"Los Angeles, CA",,,News
1520021926,5a974697410cf7000162e8a4,1207,The basic concept of this article is bizarre.  Let the market decide - I don't think bitcoin mining poses any danger and has no need to be regulated. ,26187048,26187048,<br/>,comment,1520021268,1,0,0,Business,0,,26187048,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,6,,0,,Economy,0,approved,1,0,1520021926,Theodore Ockels,69178783,Grand Junction CO,,,News
1520021926,5a974697410cf7000162e8a4,1207,At least Levi jeans came out of the California gold rush to make it worthwhile for many people.  ,26186973,26186973,<br/>,comment,1520020938,1,0,0,Business,0,,26186973,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3747/5504/cropped-37475504.jpg,1,9,,0,,Economy,0,approved,1,0,1520021926,John Doe,37475504,Johnstown,,,News
1520021926,5a974697410cf7000162e8a4,1207,"Yes, we absolutely have to destroy the earth in order to produce such fantastic products that make modern life possible.  The economy over the environment choice fallacy at it's most obvious.",26186703,26186703,<br/>,comment,1520019995,1,0,0,Business,0,,26186703,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,17,,0,,Economy,0,approved,1,0,1520021926,Andy,29404862,Houston,,,News
1520021926,5a974697410cf7000162e8a4,1207,"I often wonder how much productivity the US has lost since the 2016 presidential election, also. ",26186313,26186313,<br/>,comment,1520018684,1,0,0,Business,0,,26186313,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3773/3925/cropped-37733925.jpg,1,7,,0,,Economy,0,approved,1,0,1520021926,KP,37733925,New York,,,News
1520021926,5a974697410cf7000162e8a4,1207,"what is ""mining"" bitcoin? Why does it take so much electricity? Am I the only reader who doesn't understand this (despite reading articles about it)?",26186239,26186239,<br/>,comment,1520018408,1,0,0,Business,0,,26186239,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/5900/3610/cropped-59003610.jpg?0.5108037698082626,1,14,,3,,Economy,0,approved,1,0,1520021926,ck,59003610,cgo,,,News
1520020802,5a974697410cf7000162e8a4,1207,"I’m curious how different bitcoin mining is from any of the other financially lucrative but otherwise nonproductive computer driven financial services, like high speed trading.  Such activities generate few jobs and worse are not open to individuals or startups. At least bitcoin is something that small players can still enter. <br/><br/>I mostly agree with the criticisms of bitcoin mining but I wonder how many of its critics are just upset that the industry, such as it is, isn’t run by Wall Street. ",26186932,26186932,<br/>,comment,1520020798,1,0,0,Business,0,,26186932,https://graphics8.nytimes.com/images/apps/timespeople/none.png,1,42,,2,,Economy,0,approved,1,0,1520020802,Mobocracy,48114248,Minneapolis,,,News
1519943352,5a974be7410cf7000162e8af,1215,"I've participated in these types of exercises before, with members of the Japanese Self-Defense Forces and the USAF. No matter how we played, the exercise always ended with a DPRK nuclear attack on US airbases in Guam or Japan.",26172177,26172177,<br/>,comment,1519940950,1,0,0,Washington,0,,26172177,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,5,,0,,Asia Pacific,0,approved,1,0,1519943352,Shane,59336467,"Marin County, CA",,,News
1519937942,5a974be7410cf7000162e8af,1215,"Maybe T should rush in first, as he fantasized re Florida.  Gulf of Tonkin anyone?<br/>Seriously, now that the Olympics are over the door is open for anything. ",26168961,26168961,<br/>,comment,1519927433,1,0,0,Washington,0,,26168961,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,1,,0,,Asia Pacific,0,approved,1,0,1519937942,RS,46991485,NYC,,,News
1519937941,5a974be7410cf7000162e8af,1215,The closer Mr. Mueller gets to Trump and his family the greater the risk of nuclear action.  Let's hope with all we have that our military commanders will ignore any instruction from Trump that is aggressive rather than reactive on the part of the United States.  We cannot let him start a nuclear war as a diversion from the forthcoming indictments.  ,26169825,26169825,<br/>,comment,1519930743,1,0,0,Washington,0,,26169825,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,4,,0,,Asia Pacific,1,approved,1,0,1519937941,Kathrine,38189909,Austin,,,News
1519937912,5a974be7410cf7000162e8af,1215,"The main reason why the Pentagon does not want war with North Korea is not because of its nuclear weapons (although they play the primary role in this confrontation), it is because of the conventional firepower, i.e. artillery and chemical weapons, they have pre-sighted at Seoul. The Seoul metropolitan population as of 2017 was 25.6 million, or the equivalent of the metropolitan populations of both New York City and Miami that same year. General Tilley is correct in his assessment claiming this conflict would be the most brutal war fought since WW2 due to the sheer size of the noncombatant population that lies less than 40 miles from the DMZ and has thousands of artillery pieces already aimed at them.",26170141,26170141,<br/>,comment,1519932028,1,0,0,Washington,0,,26170141,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,5,,0,,Asia Pacific,0,approved,1,0,1519937912,Daniel,78276703,"Troy, Alabama",,,News
1519937911,5a974be7410cf7000162e8af,1215,"Besides a war starting ""stray incident"" mentioned by Sec of Defense Mattis, we should be very worried about a ""manufactured incident"" especially given the propensity for provocation by the current Oval Office occupant. Gulf of Tonkin anyone?",26171366,26171366,<br/>,comment,1519937377,1,0,0,Washington,0,,26171366,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,4,,0,,Asia Pacific,0,approved,1,0,1519937911,leo,46575928,connecticut,,,News
1519925872,5a974be7410cf7000162e8af,1215,"I am struck by the number of military sources, though anonymous, in this story. I get the distinct impression that the U.S. military really, REALLY does not want to have to go through with this. And given the likely consequences and the fact that practically nobody voted for it, I'm right there with them.",26167522,26167522,<br/>,comment,1519922407,1,1,0,Washington,0,,26167522,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,15,,1,,Asia Pacific,1,approved,1,0,1519925873,Lex,15851105,"Greensboro, NC",,,News
1519925343,5a974be7410cf7000162e8af,1215,"The prospect of yet another war fought in Asia by the United States teems with the chance of quagmire. The first Korean War, the Vietnam War, the Gulf Wars and the continuing stalemate of Afghanistan, all concluded with indecisive results. The U.S. has been heavily vested in the future of Asia since the end of WWII, but it is time to exercise our influence through trade and diplomacy. No doubt that the DPRK is a serious threat to the eastern Asian region, but we must cannot instigate another war in which the end goal is undefined, once again. When will the U.S. learn to speak softly, and carry a big stick?",26167702,26167702,<br/>,comment,1519923112,1,0,0,Washington,0,,26167702,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,5,,0,,Asia Pacific,0,approved,1,0,1519925343,Brian McDonagh,67302118,La Grange,,,News
1519923865,5a974be7410cf7000162e8af,1215,"Ok, guys...if the joint chiefs or the civilian Pentagon planners and Trump want a war with North Korea, bring back the military draft and get ready for the massive push back Against WAR!<br/>Hey? You Pentagon civilian planners who create wars, what about Afghanistan and that endless war?You fools got us in there, and now you think that the American public will just greenligjt a major war with North Korea?<br/>Don't even think about another war, pal. In 2020, Trump will be voted out of office!",26167889,26167889,<br/>,comment,1519923700,1,0,0,Washington,0,,26167889,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,1,,0,,Asia Pacific,0,approved,1,0,1519923865,brownpelican28,71291045,"Angleton, Texas",,,News
1519921897,5a974be7410cf7000162e8af,1215,"I can't help but think Trump is holding off on this until closer to the election. He thinks a military action will be his ace in the hole for a November victory. But, as usual, he fails to understand that the overwhelming majority of us would see this as a reckless catastrophe that will kill thousands of American soldiers, tens if not hundreds of thousands of South Koreans, and it will destabilize the world for years.<br/><br/>I honestly don't think military leaders would go through with it. They know and understand the recklessness. Trump doesn't, and wouldn't care if he did.",26166787,26166787,<br/>,comment,1519919719,1,0,0,Washington,0,,26166787,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/6821/4711/cropped-68214711.jpg?0.5241274107247591,11,2,,1,,Asia Pacific,1,approved,1,0,1519921897,sdcga161,68214711,northwest Georgia,,,News
1519918317,5a974be7410cf7000162e8af,1215,"What does North Korea really want? I am thinking that they have given up any hope of spreading their brand of communism around the world. They have the illegitimate, unelected Chinese dictatorship for that.<br/><br/>Probably they just want money. I would pay them in exchange for an agreement to give up their nukes and ICBMs, kind of like with their cohorts Iran but this time we would really mean it. <br/><br/>It's cheaper to pay them than fight wars and lose lives.",26166044,26166044,<br/>,comment,1519916930,1,0,0,Washington,0,,26166044,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3549/5493/cropped-35495493.jpg?0.9044527902607731,11,5,,1,,Asia Pacific,0,approved,1,0,1519918317,Mike,35495493,NYC,,,News
1519918252,5a974be7410cf7000162e8af,1215,"The diplomacy guy resigned abruptly, if you don't know what that means you've been living in a cave. <br/><br/>Expect a strike, cruise missiles maybe, to take something out next time there is a provocation. Or expect a ship will sink mysteriously just after a ship to ship transfer in water too deep to understand why.  <br/><br/>A dog needs wagging.  ",26165387,26165387,<br/>,comment,1519914534,1,0,0,Washington,0,,26165387,http://graphics8.nytimes.com/images/apps/timespeople/none.png,11,9,,1,,Asia Pacific,0,approved,1,0,1519918252,Garrett Clay,57981976,"San Carlos, CA",,,News
1519918178,5a974be7410cf7000162e8af,1215,"The defense of South Korea is the responsibility of the South Koreans, not of the US. South Korea outweighs North Korea in industrial might, technological know-how and military-aged citizens. The South Koreans are more than capable of matching North Korea in every form of deterrent military strength. It is time that we told them to do so, stating very clearly the time-table for own withdrawal from this foolish and totally unnecessary Big Daddy role. We are living in 2018, not 1948!",26165370,26165370,<br/>,comment,1519914488,1,0,0,Washington,0,,26165370,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3394/9435/cropped-33949435.jpg?0.7470622569746694,11,3,,3,,Asia Pacific,0,approved,1,0,1519918178,donald surr,33949435,Pennsylvania,,,News
1519918094,5a974be7410cf7000162e8af,1215,"If the military wants to play at war, maybe it's time it included America in its plans. <br/><br/>Reinstitute the draft, so every man and woman over 18 has to register and be subject to being called up. Then maybe America will awaken from its Rip van Winkle-like sleep since 1976, and pay attention to where its sons and daughters are being sent, and why. <br/><br/>Is there a better way to control Congress and the Pentagon than an involved and informed citizenry? You know there isn't.",26165332,26165332,<br/>,comment,1519914319,1,0,0,Washington,0,,26165332,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/3701/2629/cropped-37012629.jpg?0.46775713795195306,11,7,,2,,Asia Pacific,0,approved,1,0,1519918094,alexander hamilton,37012629,new york,,,News
1519917998,5a974be7410cf7000162e8af,1215,"American casualties can be minimized by the use of strategic nuclear weapons in North Korea.  While civilian casualties are regretable, it took 600,000 German civilian casualties to defeat Hitler.<br/><br/>The last war America won was because we used nuclear bombs.  People still live in Hiroshima and Nagasaki; countless American lives were saved and Japan was defeated with a peace that has lasted seventy years.",26165992,26165992,<br/>,comment,1519916742,1,0,0,Washington,0,,26165992,https://graphics8.nytimes.com/images/apps/timespeople/none.png,11,1,,6,,Asia Pacific,0,approved,1,0,1519917998,JJackson,67308686,nyc,,,News
1519953078,5a9752a2410cf7000162e8ba,1043,"Oh, everybody is like that. A good fair honest judge is a judge you agree with.A bad biased corrupt judge is a judge you don't agree with. That's all. In this case Trump is--somewhat unusually--acting like an ordinary human being. It won't continue.",26173747,26173747,<br/>,comment,1519949333,1,0,0,Editorial,0,,26173747,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,0,,0,,,0,approved,1,0,1519953078,Archer,65046283,NJ,,,Editorial
1519953048,5a9752a2410cf7000162e8ba,1043,"Trump will go down as the WORST PRESIDENT IN THE HISTORY OF THE UNITED STATES. I know when someone makes a statement like that they need supportive evidence to backup their opinion. My evidence appears on a daily, hour-by-hour, minute-by-minute, second-by-second news accounts about Trump and the swamp mates he brought with him. Historians will be in demand to offer ""we the people"" how Trump is destroying this once great nation.",26172215,26172215,<br/>,comment,1519941104,1,0,0,Editorial,0,,26172215,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,10,,0,,,0,approved,1,0,1519953048,Simple Simon Says,72717423,NYC,,,Editorial
1519953048,5a9752a2410cf7000162e8ba,1043,"It is hard to imagine Trump as he is and has been as a man of principle.  I don't think he understands the meaning of the word, or for that matter, many words.<br/>While the principled among us do what they are tasked to do, Trump can only rail against the unfairness he sees when they do not agree with him.<br/>I'm sure he recalls Judge Curiel's name but maybe not the context in which it's familiar.  That is the way of Trump to put nothing before his own interests.  That is why he is not involved in governing or leading...he is only interested in being the top story off the day.<br/>It is sad to see the fortunes of this country land in such weak and disingenuous hands.  At least by now a majority of us know the game and the gamesmanship.<br/>Ego is everything and the only thing in Trump's world.  Fortunately the principled among us keep him in check and if he doesn't get the irony at times that is to be expected given his limitations.",26170609,26170609,<br/>,comment,1519933814,1,0,0,Editorial,0,,26170609,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,4,,0,,,0,approved,1,0,1519953048,nwgal,52585988,washington,,,Editorial
1519953046,5a9752a2410cf7000162e8ba,1043,"""None of this is remotely surprising anymore, but even so, Mr. Trump’s tweet about Judge Curiel’s border-wall decision revealed once again the depths of the president’s own self-interest and his utter lack of principles.""<br/><br/>Of interest &amp; possibly worthy of comment, but certainly not news...",26172720,26172720,<br/>,comment,1519943539,1,0,0,Editorial,0,,26172720,https://s3.amazonaws.com/pimage.timespeople.nytimes.com/1812/066/cropped-1812066.jpg?0.9243989072402602,26,0,,0,,,0,approved,1,0,1519953046,HapinOregon,1812066,Southwest Corner of Oregon,,,Editorial
1519953022,5a9752a2410cf7000162e8ba,1043,I'm not a doctor or a health professional but could this be a sign of being bipolar?<br/><br/>People are saying...,26173864,26173864,<br/>,comment,1519950214,1,0,0,Editorial,0,,26173864,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,2,,0,,,0,approved,1,0,1519953022,Godfrey,42087476,"Nairobi, Kenya",,,Editorial
1519953022,5a9752a2410cf7000162e8ba,1043,"While I recognize that the focus of this article is Donald Trump, it was the quotation by Chief Justice Roberts which most stirred me, because he is flat-out wrong. Brown v Board of Education was judge-made law, for which proponents of civil rights are profoundly grateful. Gideon v Wainwright guaranteed to all criminal defendants the right to an attorney, irrespective of any defendant's ability to pay for it. Miranda v Arizona created the eponymous Miranda warning. Loving v Virginia invalidated laws prohibiting interracial marriage. Roe v Wade is likely one of the most famous examples of judicial policy-making, while one of the most little-known might be the 1984 (not 1784, but 1984!) New York case of People v Mario Liberta, which invalidated a statutory loophole exempting married men from prosecutions for raping or sodomizing their wives. And, lest the Chief Justice forget the importance of judge-made law, he might be reminded of his own role in both Citizens United v FEC (prohibiting limits on political campaign spending by corporations) and Obergefell v Hodges (which guaranteed the right to same-sex marriage in all 50 states); the Roberts Court has produced some of the biggest judge-made laws for both liberals and conservatives. So, any judge who is deciding whether to use his or her power to reverse a detestable action by the Trump Administration should be asssured that, in doing so, he or she would be part of a long and distinguished part of the American judicial system.",26172394,26172394,<br/>,comment,1519941892,1,0,0,Editorial,0,,26172394,https://graphics8.nytimes.com/images/apps/timespeople/none.png,26,2,,0,,,0,approved,1,0,1519953022,Papa Joshua,51481534,NYC area,,,Editorial
